character,line
Troy,"That was close. Thanks for getting us to Planet Greendalia safely, Horsebot 3000. (Holds up a puppet of a ringed planet.) (Abed whinnies as Horsebot 3000)"
Annie,"Oh, no! Greendalia has been overrun by evil King Blorgon! (Holds up alien planet.)"
Abed,"(as King Blorgon) Look out, Troyborg!"
Annie,"(""shoots out"" lightning bolt puppets) Pew pew pew! (The Horsebot 3000 puppet takes the shots.)"
Abed,Ah! I'm dead. (lowers the puppet)
Troy,"Horsebot 3000, no! I love you! (Cut to a shot of Britta and Jeff, watching the show. Jeff is drinking straight from the bottle.)"
Abed,(in evil voice) I am King Blorgon. And my plan is to blow up the world! Your lasers are useless against me!
Troy,Aim for his butt. It's his only weakness. (Lightning bolt puppets get aimed at the King Blorgon puppet's butt.)
Annie,Pew pew!
Troy,Bam bam!
Abed,"Aah! (The King Blorgon puppet ""dies"" and he lowers it.)"
Annie,We did it! Peace and tranquility have been restored to Greendalia.
Troy,And all thanks to Horsebot 3000. (wistfully) He belongs to the stars now. (Abed holds up the Horsebot 3000 puppet in the sky above the others and neighs. Cut back to Britta in the audience.)
Britta,"All right, five more minutes and we should probably put a stop to this, right? (She looks over at Jeff, who—to her surprise—is crying.)"
Britta,"Jeff, are you—"
Jeff,(choked up) I liked Horsebot 3000. Submitted and corrected by: Maya B.
