character,line
Pierce,"Great, look what you did to the kid. What's your article gonna be called? ""Worst Shrink Ever""?"
Duncan,"Hey, this is not my fault. This is what Christmas does to people. We put too much meaning into it, and it lets us down."
Jeff,We beg to differ.
Duncan,What are you doing back here?
Troy,Saving Christmas.
Annie,"Everybody, point your magic Christmas weapons at him."
Duncan,"Oh, brother. This is ridiculous. You are enabling a delusion."
Jeff,"The delusion you're trying to cure is called Christmas, Duncan."
Annie,"It's the crazy notion that the longest, coldest, darkest nights can be the warmest and brightest."
Britta,"Yeah, and when we all agree to support each other in that insanity, something even crazier happens."
Annie,It becomes true.
Troy,Works every year. Like clockwork.
Duncan,Try telling that to your catatonic friend.
Shirley,I got a better idea. Why don't we sing it?
Britta,"Wait, what?"
Jeff,Let's not go overboard.
Shirley,Will you two commit to something for a change?
Jeff,Let's sing it.
Britta,"Yeah, let's sing."
Troy,Can we sing while we blow Duncan away?
Jeff,Absolutely.
Duncan,Ow! Ah. Ah.
Shirley,"You start, Britta."
Britta,Mm. Christmastime is a time to sing That's what Christmas is for
Annie,Christmas can even be a Hanukkah thing That's what Christmas is for
Shirley,And for a huge percentage of this God-fearing planet It's about the birth of Jesus Christ
Jeff,But for the rest of us it's still a good time To remember that it's good to be nice
Pierce,Music and cookies And liquor and trees That's what Christmas is for
Troy,Video games for two straight weeks That's what Christmas is for
Annie,Hanging out with the people you love ANNIE &
Jeff,And saying I love you
Britta,That's what Christmas is
All,That's what Christmas is That's what Christmas is for
Annie,And Christmas pterodactyl.
Duncan,"All right, all right. I'm leaving."
Annie,Initiate self-destruct.
Duncan,Don't you think that's a little bit...?
Abed,"I get it. The meaning of Christmas is the idea that Christmas has meaning. And it can mean whatever we want. For me, it used to mean being with my mom. Now it means being with you guys. Thanks, Lost. Wow. I feel so much better now. I guess we don't need to be stop motion anymore."
Britta,"Well, why not just keep it going for the rest of Christmas? It just feels so right."
Dean Pelton,"You ever get the urge to just...? Merry Christmas. Oh, there. I said it."
Abed,Uh-oh. We're stop motion again.
Troy,"Oh. Don't worry, man. I did this."
Abed,You did?
Troy,"Yeah, it's cool."
Abed,Huh. Why?
Troy,"Well, I always liked the way fake food looked on those animated shows. Get a load of these things. They stepped up a notch in terms of visual deliciousness."
Abed,I know what you mean. Look at that perfect bite. It's a little odd that I see this too though.
Troy,Yeah. We're weird that way.
Abed,I'll say.
Abed,Ah. That's better. So weird. TROY &
Abed,Troy and Abed in stop motion Corrected and edited by: Geneva
