character,line
Chang,We're going to tell the board what you... You think they'll believe the Greendale Seven and the worst Dean ever over the guy who just nailed an awesome solo?
Annie,You're going to burn down the school and k*ll everyone!
Chang,"Fire can't go through doors, stupid. It's not a ghost."
Dean Pelton,"I know this is a bit of a long shot, but I don't suppose any of you paid my rent?"
Chang,"Thank you, everyone, for joining in my celebration. As many of you know, I ate my twin sister in utero. So on my birthday, I try to remember I'm a winner. This one's for you, Connie. And a-one, a-two, a Chang, Chang, Chang-four."
Shirley,We're all going to die.
Abed,We have to get out of here.
Jeff,How? SHIRLEY. It's a miracle.
Jeff,"Yes! Let's get out of here! Come on, come on, come on. BRITTA. No, Troy, you didn't..."
Troy,There's no time. We gotta go.
Annie,"Six guards, two on scooters. ABED. Chang started his solo. Knowing him, that gives us only nine minutes to get to the records room."
Shirley,We'll need a distraction.
Pierce,You heard the lady. Take your tops off.
Dean Pelton,"I might have something. To supplement Greendale's budget, I've been renting the school out for raves on the weekend. They call it ""academania."" It's mostly hard house, some... some dubstep, but totally..."
Jeff,"Perfect. Troy and Abed, you make a run for it. Dean, I think it's time to party. Hmm. Hey, what the freak? What's going on? No! No! No! You weigh nothing! I can't see them. They're too many of them. Oof. Baboof. Which wire do I cut? There's only one. God, I hope I'm right. Study group! You did it!"
Jeff,"So we're done, right? We're done? Done? Done? Done?"
Chang,"Not done. You foiled me for the last time. So, it ends as it began."
Jeff,It didn't begin this way. What the hell's going on in here?
Chang,"Hey, fellas. I just caught the Greendale Seven trying to burn down the school. I'm a hero. How about that cake? He's lying. He kidnapped the Dean. Yeah, we gathered that much when we found these two slap-fighting in the hallway."
Dean Pelton,You stole my life!
Fake Dean,It is hard out there for a fake Moby!
Chang,"Carl, Richie, let me ex-Chang."
Fake Dean,"I'm not getting paid, am I? Hey! So a madman in a Napoleon costume ran the school into the ground and almost blew it up? Yeah. And on our watch. What happened to us? Well, I have a drinking problem. We're going to get fired. Only a matter of time until everyone finds out what happened here. Nobody can sit on something this big."
Dean Pelton,"I'll sit on it. When I became Dean, I made a pledge to swallow this school's failures and spit out degrees because that's what deans do."
Carl,You'd do that for us?
Dean Pelton,No. I do it for Greendale.
Study Group,Aw. EUGENE (
Richie),"It's great to have you back, Craig. It's almost as if you were never unknowingly gone. Yard margs at Skeeper's."
Carl,"Perfect. I left my credit card there. Thanks, Craig."
Dean Pelton,You guys saved me. I don't know how I will ever repay you.
