character,line
Professor Garrity,"Thank God. That character was k*lling me. Word of advice, if you ever scrape the dean's car, don't tell him you're gonna pay him back in acting. On Thanksgiving, I'm supposed to crash his family dinner and accuse him of stealing my girlfriend."
Annie,Wow. I guess this did go all the way to the top. I'm calling the dean right now and giving him a piece of my mind.
Jeff,"No, wait. Garrity. Does the Theater Department have any of those prop g*ns that fire blanks?"
Professor Garrity,Of course. We did a modern retelling of Macbeth set in gangland Chicago.
Jeff,"Oh, fresh take. And you think I'm lazy."
Annie,"Prop g*ns? Jeff, what do you have in mind?"
Jeff,"A little demonstration for the dean on the dangers of trying to educate me. He doesn't like fake classes? Well, he's about to get a real lesson on the fact that Jeff Winger never learns."
Annie,Here he comes. Get set.
Dean Pelton,"You wanted to see me? Oh. Hi, Mr. Professorson."
Jeff,His real name is Woolley. And he's defrauded your school to the tune of dozens of credits per year and nearly twice as many dollars.
Dean Pelton,"That's serious. Fortunately, I'm a big believer in second chances."
Annie,I'm not.
Dean Pelton,"Annie! Annie. Oh, my God! You shot him."
Annie,"Of course, I shot him. He was being dishonest. And if there's one thing Greendale's taught me, it's..."
Jeff,What the hell?
Dean Pelton,She had a g*n.
Jeff,It was a fake g*n. We staged this to get back at you.
Dean Pelton,"Oh, you're the deceiver, Jeffrey."
Jeff,"Yeah? Well, now you're the dead guy."
Annie,"Jeff, what are you doing? Why do you have a real g*n? Why did you shoot the dean?"
Jeff,"Well, he shot you."
Annie,Not really. He and I were in on this from the start. He found out you were faking a class he came to me and we cooked up this thing to illustrate the slippery slope of academic fraud.
Jeff,"You know what you actually illustrated, Annie? How to be a crappy friend. Once it was obvious the dean had orchestrated everything, it was even more obvious the dean was too stupid to orchestrate anything."
Dean Pelton,Mm-hm.
Jeff,"So on a hunch, I called him and we hatched a plan to teach you a lesson or two about friendship."
Annie,"But, Jeff, I only did it because I love you."
Jeff,"Well, when you love someone, you have take them as they are. People aren't playthings, Annie."
Dean Pelton,"No, they are not."
Annie,Look who's talking. After everything you've put me through?
Dean Pelton,"Okay, where did you get that g*n? There were only three prop g*ns."
Annie,"Yeah, well, I live in a terrible neighborhood."
Jeff,"Annie, put the g*n down."
Annie,"After we kissed, I waited all summer to see you. You buried me like a shameful secret."
Dean Pelton,Whoa.
Annie,"What's the matter, Jeff? Afraid crazy Annie would go crazy for you? Well, guess what. Annie's got a g*n."
Jeff,"Annie, just put the..."
Dean Pelton,"Annie, what have you done?"
Annie,"If you love Jeff Winger so much, why did you conspire with me against him?"
Dean Pelton,I don't know. I can't keep track of any of it anymore. I just keep teaming up with whoever suggests it.
Jeff,Glad to hear you admit it.
Dean Pelton,Aah! Aah-aah!
Jeff,"When I called you to ask you to double-cross Annie, you didn't hesitate."
Annie,"Do you even understand what a conspiracy is? If you conspire with every person, you're not even really conspiring with anyone, you're just doing random crap."
Dean Pelton,"I know, I'm sorry. I just... I just want to have fun with you guys. I go crazy cooped up in my little office and... Time travel is really hard to write about."
Professor Garrity,"Okay. If I'm keeping track right, we should be done. I'll just take these back to the theater department."
Officer Cackowski,Police! Drop the weapons! Down on the ground.
Jeff,"Don't shoot, officer, don't shoot! Please, they're fake."
Annie,Those were prop g*ns!
Officer Cackowski,"Well, I guess it just goes to show you, prop g*ns belong backstage."
Professor Garrity,And scene.
Dean Pelton,You have got to be kidding me!
Officer Cackowski,"Professor Garrity told me what all of you were up to. Made me mad. g*ns aren't toys. Fact, in 100 percent of all fake-g*n-related shootings, the victim is always the one with the fake g*n."
Officer Cackowski,"Hey, Sean, you got breakfast plans?"
Professor Garrity,I do now.
Dean Pelton,"So, Sean? We're still on for Thanksgiving, right?"
Professor Garrity,"Just talk to your father, Craig."
Dean Pelton,Would that this hoodie were a time hoodie.
Jeff,"Hey, dean, how about that credit?"
Dean Pelton,No!
Jeff,Damn it.
Jeff,"I'm not sure what lessons we've managed to teach each other, but I'm proud of Annie. She took to deception like Abed took to Cougar Town."
Abed,It's really good.
Jeff,Especially when she went off-script.
Annie,You said to be convincing.
Pavel,"Check it out, bros. You made the front page."
Abed,You know what this means?
Troy,We've gone mainstream.
Abed,Initiate Protocol Omega.
Man,Hey.
Leonard,We've started looting.
Woman,"Hey, that old, crabby man just stole my TV."
Abed,Wanna build a cardboard submarine?
Troy,Get out of my brain.
Abed,Once.
Troy,Upon.
Abed,A.
Troy,Time.
Abed,There.
Troy,Was.
Abed,A...
Troy,Big.
Abed,Spaceship.
Troy,And.
Abed,Aliens.
Troy,And.
Abed,Mercenaries.
Troy,And?
Abed,w*r.
Troy,And?
Abed,Betrayal.
Troy,And?
Abed,Romance?
Troy,And?
Abed,Karate.
Troy,And?
Abed,Credits.
Troy,The.
Abed,End.
Troy,We should write a screenplay together.
Abed,"Cool. Cool, cool."
