character,line
Choir,there's a magic in the air around us we all have the sudden urge to bake it feels like a very special birthday but whose name should be written on the cake?
Shirley,Mm!
Britta,"Shirley, you need to get out of here!"
Choir,we asked our public school to give the answer
Shirley,They're not gonna tell you.
Choir,but they could only teach us not to pray
Shirley,That's what they do. That's what they do.
Choir,the constitution says the state can't tell us was anyone important born today?
Shirley,"Oh, gotta tell the babies! Jesus Christ! Jesus Christ is the lord Happy Birthday, Jesus"
Choir,Happy Birthday
Shirley,"cut the cake, cut the cake now cut the cake, my lord"
Britta,"Oh, Jeff, thank God! They got Shirley! It's just you and me now. Jeff?"
Mr. Rad,"Guys, I am swelling with pride! You stepped up, and you saved the Christmas pageant! Whoo!"
Jeff,"And it's all thanks to you, Mr. Rad. I just hope we can repay you by making regionals."
Pierce,"Uh, I thought this was regionals. Don't let my confusion undercut their importance."
Vicki,"Places, everyone!"
Mr. Rad,"Scooch, scooch, scooch, scooch, scooch. I could not have done this without your recruiting skills, Abed."
Abed,"I was happy to do it. For a while there, I thought we were gonna end the semester on a really dark note. I'm glad we're singing and dancing together instead. This has been a good time."
Mr. Rad,"And it's going to continue to be a good time. If we win regionals, then it's straight on to sectionals. And then a week later is semis. Then semiregionals. Then regional-semis. Then national lower-zone semis!"
Abed,"Oh. But I kinda thought this was... You know, just for Christmas."
Mr. Rad,"No, no, no. This is forever. This is what we do now. This is who we are."
Jeff,Fa la la la la
Annie,Fa la la la la
Shirley,fa la
Jeff,Fa la la la la
Shirley,fa la la la la
Jeff,Holla!
All,we are planet Christmas when we sing we will sing together throughout everything we are planet Christmas
Abed,Britta.
Britta,Is this about regionals?
Mr. Rad,"I just talked to Cory, and he needs you to be the mouse king instead of me."
Britta,Me? But I'm supposed to be a mute tree.
Abed,It's an emergency. This will help us get to regionals!
Britta,"I knew it! Wait, what are the lyrics?"
Abed,"They're in your heart, Britta."
Britta,Right. Duh doy! STUDY GROUP EXCEPT ABED &
Jeff,"we are everyone, and we are everything"
Britta,Christmas time!
Mr. Rad,What the-?
Dean Pelton,"Oh, Britta's in this?"
Britta,I got a Christmas time for me I got a Christmas time for a tree
Mr. Rad,No! She's ruining it!
Britta,"Christmas Christmas time me so Christmas, me so merry"
Mr. Rad,"No, stop, stop, stop, stop! What are you doing? Get off the stage!"
Britta,I'm singing my heart's song.
Mr. Rad,"Get off the stage, and never sing again! You are the worst!"
Jeff,Hey!
Troy,"You do not get to call Britta ""the worst."""
Crowd,Yeah! Let her finish!
Dean Pelton,"Mr. Radison, I think it's fine. Greendale is an all-inclusive school. Why don't we let Britta sing her awkward song?"
Crowd,Yeah!
Mr. Rad,"No, no, no, no, no, no! This show is supposed to be gleeful and bright and fun, and you can let me do that, or there can be another bus crash! Well, figuratively. I'm not saying, ""I k*lled the last glee club."" I'm saying you not listening to me is like metaphorically cutting the brake lines on your own- look, kings of Leon!"
Jeff,What did he say? Did Mr. Rad k*ll the last glee club?
Dean Pelton,And to think I trusted him enough to captain a magic carpet in that dream I had last night.
