character,line
Annie,"Ladies and gentlemen, he's performed at colleges and clubs all over. Gupta Gupti Gupta!"
Gupta Gupti Gupta,"Hey, y'all. Look, I see there's a lot of Jews in the crowd. I mean, you know, there isn't, but usually when I do my act, there's more. But, you know, I have a whole Jew thing."
Annie,Do it!
Gupta Gupti Gupta,"Okay, okay. Who is this guy?"
Neil,Stop performing!
Annie,Do not stop performing!
Gupta Gupti Gupta,"Um, okay, this guy. Look at him. It looks like he ate so much. He's very fat."
Neil,Don't do this to me.
Jeff,Shut up and listen.
Gupta Gupti Gupta,"I see that you're fat, but are you also black or Jewish? You know, it's hard to be fat when you're black or Jewish because when you're black, your community steals all your food, so you can't eat as much. And when you're Jewish, nobody ever buys anything, so you can't eat as much."
Chang,"Heh, heh, heh."
Gupta Gupti Gupta,"You're damned if you do, you're damned if you don't."
Pelton,"Oh, dear God. The bastards did it. They leaked the entire school's data."
Gupta Gupti Gupta,"Oh, okay. So hey, fat guy in the audience. Have you found anyone else you could love, like another fat person? Or, are you one of those fat people who will always be alone?"
Garrett,"Hey, Leonard, you enjoy my girlfriend in 2009?"
Leonard,As much as she enjoyed your plagiarized poetry.
Garrett,I will kill you. Don't act like you care about me. I've seen all of your cartoons about me. I am this school's worst nightmare! I am a Garrett with no soul to steal!
Jeff,"Man, it's like Road Warrior out there, but if petrol were privacy and bad teeth were dirty secrets."
Abed,"Good news! Neil's talking to us again. He says he respects our moral position, but not our execution. Also, he says he's never talking to us again."
Annie,I don't see how we can bounce back from this one.
Elroy,This one?
Abed,"Yeah. If you follow a theme of revealed secrets, the email hack is the third installment of a trilogy that began with Annie losing a pen, in what I've come to call the Golden Age."
Frankie,I'm guessing the second chapter would be when your
Abed,Yeah.
Frankie,"If that's one you guys bounced back from, we might be okay."
Chang,What's the lesson here? I always wanna make sure I know what the lesson is. I'm a completist.
Britta,"The rest of the school's in shambles, so maybe we're more evolved and forgiving than them."
Chang,"We already know that, stupid."
Jeff,I feel more desensitized to jokes about Jews and blacks. Is that good?
Annie,Say what?
Elroy,Eh...
Abed,"We know the pieces of our privacy, freedom of speech, terrorism, and government. So, the lesson is probably an ironic pairing, like one man's privacy is another man's freedom."
Britta,Government is terrorism.
Elroy,The only free speech is private speech.
Frankie,"A free government terrorizes privacy. That's all four, bitches."
Annie,Terror is terrorized by...
Jeff,Terry the terrorist?
Chang,"Tarry not, for terrorism terrifies."
Annie,Govern the government.
Chang,Freedom of speech.
Jeff,How about terrorism?
