character,line
Duncan,"Ooh, I love pizza. In England, we call them ""Italian fannies."""
Chang,I'm hooking us up. Celly.
Jeff,"Uh, go use the landline."
Chang,"Landline? Okay, Grandma Bell. Star-Burns. It's Chang. Remember that pizza you owe me? Well, it's time to pay up. Party at Winger's tonight. Yeah, you can tell people. Cool. Cool."
Starbucks,Wingding at Wingers. Wingding at Wingers.
Abed,"So, Mariah, what you get with me is the complete package. HBO, Showtime, Starz, Starz Black."
Mariah,Sounds expensive.
Troy,"With all due respect to my friend, if you go with me, you can expect this on the dance floor Go, go, go..."
Page,I feel like everyone's staring. Not that I care.
Britta,"Well, of course they're staring. They've probably never seen a straight girl and a lesbian so comfortable together. Exactly."
Page,Those two were talking about us.
Britta,"Well, let's give them something to really talk about."
Page,Let's do it.
Britta,Okay.
Page,Excuse us.
Britta,Hi. Sorry.
Tiny Man,"Cool music, huh?"
Duncan,"Oh, nice call, ref. Bite my banger."
Chang,"Jeff, something's up with your toothbrush, man."
Jeff,What the hell?
Chang,I had to get cleaned up.
Jeff,Why?
Chang,"Oh, yeah. Pizza time."
Jeff,Leonard?
Leonard,Where are the white women at?
Jeff,"No. There are no white women here, Leonard. This is not a party."
Chang,Don't tell that to Magnitude.
Jeff,Who's Magnitude?
Magnitude,"Yo, yo, yo. Pop, pop! Ha, ha, ha! Pop, pop! Bam! Bam!"
Chang,"Come on in. What's up? Oh, yeah, dog. Looking good."
Abed,That is my analysis of the Saw movie franchise. That about does it. So I think it's time for you to choose.
Mariah,"Abed, could you get us some punch?"
Abed,On it.
Mariah,You guys are really cute together.
Troy,Thank you.
Mariah,"But, you know, having to actually choose, l..."
Troy,"Hey, we both agreed to this. We're both comfortable with each other. So I won't be..."
Mariah,"No, I choose you, Troy."
Abed,Psssh. Punch.
Troy,"Hey, Abed. Hey. I, um... She just, uh... She chose me."
Abed,"Cool. You can have this, then. Thank you, Mariah. Have a great night."
Pierce,Great.
Annie,Pierce?
Pierce,You go straight to hell!
Annie,Wha...?
Pierce,"Uh... Heh. Oh, I'm sorry. I don't know, I've been going through all these mood swings lately."
Annie,"You understand we care about you, right?"
Pierce,Hm.
Annie,Okay.
Tiny Man,"Well, look. Here's the deal. I am not sharing you with them. So before this goes further, you have a choice to make, my friend. Ha, ha! Look at the lesbians."
Pierce,Lesbians! BRITTA &
Page,Screw you!
Britta,Heh.
Page,"Heh. L... No, no."
Britta,I don't care what they say.
Page,"Oh, I don't either. I just wish it wasn't such an issue for them."
Britta,"Yeah, but that starts with us. That starts with us."
Page,I've never done this before.
Britta,Me neither.
Both,"Wait, what?"
Man,Bring it.
Troy,So... curious about one thing. What was wrong with Abed?
Mariah,"Well, I mean, he did talk about the Saw movies for two hours."
Troy,"Yeah, but there are eight of them and they're two hours apiece. And the first one did redefine the genre..."
Mariah,"Troy, I would love to be his friend."
Troy,"I know you would, it's incredible."
Mariah,"But romantically, he's... You know."
Troy,"I hate her, I hate her, I hate her!"
Abed,What happened?
Troy,She called you weird.
Abed,I am weird.
Troy,Not as weird as her. Who the hell is Nicholas Nickleby? She wouldn't shut up about it.
Abed,Hm. I know.
Troy,There's someone out there for us. Happy Valentine's Day.
Abed,It is now.
Troy,Ignore her.
Abed,Okay.
Jeff,"It's weird, but I've never heard of Magnitude before tonight."
Chang,He's a one-man party. You're always busy with your study group.
Duncan,"Well, he's not with them tonight. Ha, ha, ha. Oh, yeah!"
Jeff,"I thought you quit drinking, Duncan."
Duncan,"False alarm on that one. Oh, yeah. Pop, pop. Pop, pop. Pop, pop. Pop, pop. Pop, pop... CHANG &"
Magnitude,Yo! Yo! Yo...
Britta,I never said I was a lesbian. Why didn't you just ask me?
Page,"What am I, a h*m*? I don't care about people's preferences."
Britta,You so care. You were clearly only hanging out with me because you thought I was g*y.
Page,"So, what you were doing with me?"
Britta,"Hey, what does it matter, you know? We're both just humans trying to make our way through this crazy world."
Page,You're the worst.
Britta,What?
Page,"And for the record, I never thought you were cool. I only thought you were a lesbian."
Britta,Page is straight.
Annie,"Really? Well, when she was g*y, I thought it was really cool of you to make out with her."
Britta,"Thanks, Annie."
Man,Come on. Kiss her!
Britta,Annie. HIP-HOP MUSIC PLAYING ON SPEAKERS]
Jeff,"Oh, thanks, man. Just leave those. I'll get them in the morning."
Chang,"Oh, it's okay."
Jeff,Are you wearing my underwear?
Chang,Oh. I needed a pair while I did some laundry here.
Jeff,I don't have a washing machine. What the hell?
Chang,"Okay, don't get mad, don't get mad. I'm homeless, Jeff. When my wife found out about Shirley and me, she kicked me out. For good this time. My whole life is in this dishwasher, man. Well, some of it's also soaking in your bathtub. Oh, so wasted and sleepy. You know, I should probably just crash here and, you know, I can start looking for a place in the morning."
Jeff,What? You orchestrated this entire party so you could weasel into staying here.
Chang,You weren't gonna notice.
Duncan,"Jeff, don't k*ll the messenger, but you have four hermit crabs in your bathroom sink."
Chang,You'll fall in love with them. I named one Jeff.
Jeff,How long did you actually think you were gonna stay?
Chang,"Just a month, three tops. I mean, how long is our lease? Uh... Uh... Way to go, idiots! HIP-HOP MUSIC PLAYING ON STEREO]"
Jeff,"All right, everybody out. I'm not kidding. It's been very interesting getting to know you all much, much better. Star-Burns. Leonard. Magnitude. Pop, pop. Swizzle. Scandalous. C Dubbs. Tim. Mighty D. Glisten. Good night, everyone. Faster. Move it. Thank you."
Duncan,"Well, I hope you found tonight therapeutic. Because I would love to pretend that that was my plan."
Jeff,I actually started to have fun until that maniac tried to move in. What is it about me that makes broken people flock to me? Is it my height? Do huddled masses mistake me for the Statue of Liberty?
Duncan,"I don't know, but being as how you are halfway through your second year at Greendale, you may want to either stop resisting, or admit that you're actually starting to enjoy it."
Jeff,"Well, you assume I enjoy it because you think you'd enjoy it."
Duncan,"It's true, I am very lonely."
Jeff,You want a nice little taste of what you're missing in a relationship with six nutcases?
Duncan,Yeah.
Jeff,Let's turn on my phone and listen to the 39 messages they left tonight. Hello. You have no new messages.
Jeff,Hm. That's... Hm.
Duncan,"Since you got it turned on, why don't you call me a cab and then pay for it?"
Jeff,They must be in some kind of trouble.
Duncan,"Ah. What a relief that would be. Tell you what. If you need me, I'm gonna be waiting for my cab down here. I'll have a special nap."
Chang,"Oh! Thanks, bro, I'll be gone in the morning."
Jeff,"Yeah, whatever."
Chang,"Okay, maybe I'll stay a while. Thirsty."
Jeff,"Don't push it. All right. It might not shock you guys to hear the real reason we had a fight today. It wasn't about the Barenaked Ladies. Although I do have some unresolved issues there. Caring about a person can be scary. Caring about six people can be a horrifying, embarrassing nightmare. At least for me. But if I can't say it today, when can I say it? I love you guys. Oh, and Pierce? Take it from an expert. These knuckleheads are right outside your heart. Let them in. Before it's too late. Happy Valentine's Day."
Abed,Be mine.
Troy,Right. Yes.
Abed,Love you.
Troy,Amazing.
Abed,You're cute?
Troy,Hm.
Abed,"No, wait. Kiss me."
Troy,There has got to be a way to make money off of this.
Abed,I've been cheating.
Troy,"No, it says ""E-mail me."""
