character,line
Annie,"We have proof our yam was m*rder*d and now you find your softness? It's eat or be eaten when that's convenient, but when the going gets tough, Winger gets nervous, huh?"
Jeff,"We have no case, Annie."
Annie,"It's too late to get one, Jeff. We only have time to get justice."
Lt. Archwood,"Tell us what happened next, Todd."
Todd,"I disarmed the I.E.D. and returned the child to his mother. She offered to give me her only possession, a wooden chair, but I refused. I was only doing my duty and we had plenty of chairs at the base."
Lt. Archwood,"And for your valor, you were awarded a bronze star. In fact, you have an absolutely glowing service record. Don't you, private?"
Todd,I do my best.
Lt. Archwood,"You do more than that, soldier. Certainly more than this witness who supposedly saw you k*ll the yam. A man who for all we know is a holocaust-denying, 9/11 pedophile."
Jefd,Objection.
Lt. Archwood,Withdrawn. One last question. Did you intentionally break into the biology room with the express purpose of k*lling the study group's yam?
Todd,"No, sir, I did not."
Lt. Archwood,"Thank you, soldier. And God bless your testimony. Your witness."
Annie,"Tell me, Todd, do you consider yourself a hero?"
Todd,"Oh, no."
Annie,"Of course not. A hero doesn't call himself a hero. A hero gets called a hero because of what he does. And with your impressive record, not even I could deny you the title."
Archwood,"Objection, she's clearly ramping up to something."
Jeff,"Objection, that's not a real objection."
Kane,"Objection, I hate the both of you. You may proceed, Miss Edison, but do so with caution. Need I remind you this is not a courtroom?"
Annie,"I spent the majority of last night going over your records with Mr. Winger, scouring them for the slightest mistake, the tiniest slip up. And I gotta tell you, Todd. Couldn't find a thing. Not one little smudge. Except, of course, for one pesky yam that just wouldn't grow. That had to weigh on your soul, didn't it, Todd?"
Todd,Maybe a little.
Annie,"A little? A big orange splotch on your perfect record? I bet that pissed you right off, didn't it? Is that why you hit your wife? Withdrawn. Is that why you drink and pop pills? Withdrawn. Are you a virgin? Withdrawn. Did you... k*ll our yam to settle the score, huh? Did stomping on its roots make you feel like a big man?"
Todd,"No, it didn't. I mean, I didn't..."
Lt. Archwood,"Todd, zip it."
Todd,"No, you zip it, Uncle Knobby. I'm not fighting your wars anymore."
Annie,"Listen to me, Todd. I know how scary a failing grade can be, but this one dead yam won't tarnish your record. What will tarnish it is lying to your class, to your teacher, and to me. The American citizen you've sworn to protect. Come on, Todd. Stop disappointing me. Defuse the I.E.D. of dishonesty."
Todd,"It was an accident. I just wanted to look at your yam, but when I picked up the jar, it burnt me and I dropped it."
Annie,"Booyah! That's how it's done! Ooh, ooh, ooh, ah, ah, ah, ah"
Archwood,Todd...
Annie,Woo-hoo!
Archwood,I'm telling your mother.
Annie,That's right. Always have an exit strategy.
Professor Kane,I think I've heard enough.
Jeff,"Professor Kane, may we have a sidebar in your office? I want a mistrial. Just give us a ""C,"" give Todd a ""C."""
Kane,Excuse me?
Annie,"What? Can we take a sidebar in this sidebar? Jeff, we're about to get our ""A."""
Jeff,Todd didn't do it.
Annje,"Um, he just confessed, dummy."
Jeff,"He said the jar burned him? It doesn't make any sense. People don't half-confess to crimes. Look, when we started this, you were after the truth. And then I convinced you it was more important to win. Don't be like me. A man's got to have a code. I can only assume there is a female equivalent to that. A ""codette"" or something."
Annie,"But... JEFF. It's not worth getting an ""A"" if an innocent man might get an ""F."""
Kane,"Okay, I heard all of that and I accept."
Kane,"All right. After speaking to the wronged parties, I've decided to..."
Jeff,"Uh, if it pleases the bio class, I have closing arguments."
Kane,Of course you do.
Jeff,Why was it so hard for all of us to grow a yam? It's just a stupid yam in a stupid jar. We're all fully-grown adults failing a kindergarten project.
Kane,Can I object?
Annie,I'll allow it.
Jeff,"Sustained. And all this time we assumed our yam was targeted, that someone had stomped its roots maliciously. But what if... what if our yam's roots were dead before they hit the ground? MAGNITUDE. Hey, that's mine!"
Jeff,Look at it. Everyone look. Smushed without being stepped on. Because it didn't have to be stepped on. Because it was boiled. Someone has been pouring boiling water into our jars at night. No one noticed because the water cooled off by morning. Boiling water is the icicle stabbing of yam k*lling.
Shirley,"Ooh, but that didn't... Hmm."
Jeff,This yam isn't boiled. Vicki?
Vicki,"I don't... I didn't do it, I swear!"
Neil,"I boiled the yams. Vicki's yam never sprouted and I didn't want her to fail, so I threw off the grading curve so she wouldn't have to go to summer school and we can finally have s*x in my parents' cabin. God forgive me, I did it for love!"
Kane,Holy crap. We are definitely dissecting pine cones next year.
Dean Pelton,Neil has agreed to retake biology over the summer and his status as keymaster has been revoked.
Annie,"After all the politics and procedure, in the end, the case really was about biology."
Kane,Told you it was an important subject. Hello? I understand. Star-Burns got rear-ended and the meth lab in his trunk exploded. He's dead.
Troy,Abed?
Abed,Yeah?
Troy,Why don't we have bunk bed conversations?
Abed,"I don't know. We're best friends, we share a bunk bed. Seems like we should be having them all the time. You start."
Troy,"Okay. Why do you think they call them ""bunk beds""? Where's the word ""bunk"" come from?"
Abed,"I don't know. I think it comes from the word ""bunker."""
Shirley,So when is your apartment done being fumigated?
Troy,"Oh, it was done about a week ago."
Shirley,Then why are you still here?
Dean Pelton,I brought you some warm milk.
Shirley,Oh.
Dean Pelton,"There you go. Troy and Abed, off to Dreamland catching the train to Sleepytown and when they wake up the Dean'll be here staring at you Sweet deans."
Shirley,That's nice... I guess.
