character,line
Annie,"And she ripped into his torso, like a gerbil shredding a quaker oats box, sending chunks of viscera and an aerosol mist of blood all over the skanky concubine. Then, she flossed her teeth with his tendons. And, because he was a vampire, he lived through all of it. He had to watch her swallow his last eyeball. She kept it attached to the optic nerve, so he could see down her throat, to his own partially digested flesh in...Her...Stomach. See? There was a twist."
Jeff,"Wow, Annie. I didn't know you were such a fan of... gore."
Annie,"It's Halloween. If you're gonna tell a scary story, give it some texture. Wasn't that great."
Britta,"Well, your texture was so discompassionately macabre, as if without the slightest regard for human life."
Troy,"That's enough. Stop pinning ribbons to her. Why does Annie get to be good at everything? You guys wanna hear a real, legit scary story? ""TROY"": Hello? Is there anyone here? I need help. Oh, thank God. An old doctor. Me and my partner are top g*n fighter pilots, the best of the best. ""ABED"": Pew pew pew. ""TROY"": Our F-*5 went down in the woods. ""PIERCE"": I thought I heard something awesome out there. Please, come in, for first aids and what have you. ""ABED"": Mmm, drinks from a stranger. ""TROY"": So medical. Thank you. ""PIERCE"": Wakey-wakey. ""TROY"": What's going on? ""PIERCE"": This cabin is my lab, where I do weird experiments on people. Look! ""TROY & ABED"": Noo! Forced to be together forever! ""PIERCE"": I sewed you together. I totally sewed you together! ""TROY"": Abed! Now that we're sewn together, do we have E.S.P.? ""ABED"": Yes! We're psychic now. We can destroy him with mind powers. ""PIERCE"": Oh! ""TROY"": You tried to destroy us... ""ABED"": But you only made us... ""BOTH"": More awesome! ""PIERCE"": No! I'm legit jealous. ""TROY"": Now you are the subject. """
Pierce,"What? What? Tell me more. ""ABED"": We sewed your butt to your chest! Ha! ""PIERCE"": Noo! Wait. Ha! You fools! By sewing my butt to my chest, you've given me boobs I can touch all day. ""BOTH"": With what? ""PIERCE"": Noo! No! Noo! Nooo! Nooo! Feet hands."
Pierce,What did I do to deserve that? Keep me out of your stupid stories.
Troy,"I didn't say it was you. I said he was a crazy, old, r*cist doctor."
Pierce,"Yeah, and I'm your crazy, old, r*cist friend. I was, anyway. Now I'm not so sure."
Abed,"It's just a story, Pierce."
Pierce,"Yeah? Well so is this. ""SHIRLEY"": Come back to bed, Magnum. ""PIERCE"": In a moment, girls. I'm just enjoying an expensive, post-coital brandy. ""TROY"": Yo, yo, yo, yo, yo. Whats we gots heres? ""ABED"": This is a home invasion, you jive mother. ""PIERCE"": Easy, easy, easy. Nobody has to get hurt here. ""TROY"": Yeah, that's right, h*nky. You take it real easy and give us all your expensive brandy and hubcaps. ""Pierce"": Okay, but... ""TROY & ABED"": Whoa. Oh, man. ""TROY"": You...are... still...relevant! Oh, my God! Unh! ""PIERCE"": Okay, I'm ready for my birthday spanking. Which of you girls knows how to count to 30?"
Jeff,What... in the hell... was that?
Troy,That wasn't even a ghost story. It was like an episode of some show we're all too young to have heard of.
Pierce,Fine! Then I chopped up both your bodies.
Abed,"So that was us, and you were Magnum?"
Pierce,"Still am, Pakistan. Wanna try me?"
Annie,"Guys, I think these stories are starting to get personal."
Shirley,"And so needlessly violent. What happened to the days when ghost stories were about good versus evil? Once upon a time... ""JEFF"": Aw, man. My drugs are wearing off. Who's got more? ""BRITTA"": Ha ha! Here you go, baby. ""JEFF"": All right, all right. That is my kind of pot bong. ""ANNIE"": Yo, Jango, check it out. Swarms of locusts and tornadoes of frogs. ""BRITTA"": I don't care. I lived in New York. Ugh! It's like New York out there."
Radio Announcer,"We interrupt your death metal to bring you some heavy news. All the good christians got raptured up to heaven, so if you're hearing this, the good news is you're the coolest people in the world. ""ALL"": Yes!"
Radio Announcer,"The bad news is the world is over. This is NPR. ""JEFF"": Aw, man. End of days? Could anything suck harder than this? ""DEAN PELTON"": Hel-lo! Devil here. Just popping by with a little damnation orientation. Here's the sched. At 10:00, you'll be buried neck-deep in scorpions. 11:15, lava enemas, followed by pilates. ""ALL"": Oh. That's good. I like pilates."
Dean Pelton,"""Pilates is a demon that eats your genitals."
Dean Pelton,"But first, stabby-stabby. Ah! For whom do ye cry out? All the good people are gone! ""JEFF"": Whoa! Look! It's our friend we used to pick on for being Christian. Oh, she looks great. ""DEAN PELTON"": A righteous wind blows! Off to pilates! ""BRITTA"": Thank you for saving us, Shirley. I mean, your name's not Shirley, this is a story about strangers. Anyhoo, can you take us to heaven now, please? ""SHIRLEY"": Ooh, I cannot. I just came to say good-bye on my way to Abraham's bosom. Bye. I forgive you. ""DEAN PELTON"": g*y marriage!"
Shirley,And he chainsawed them to bits! Then he put 'em back together. And then he chainsawed them again! Forever.
Pierce,Where was Jeff in that story? And why was my name Jango?
Troy,"Shirley, that wasn't a horror story. That was a sermon. You ruined a Britta party. That's like letting poop spoil."
Britta,No! Wait! No! No one can leave until we figure this out.
Pierce,Figure what out?
Britta,"Long story short, those psych tests I made you take came back. Turns out one of you is probably a homicidal maniac."
Annie,That's stupid.
Britta,"I have a responsibility, as a practitioner of the mental arts, to figure out which one of you is sick, and get you the treatment you need. You're a danger to yourself and others in your current state."
Pierce,We've known each other for two years. None of us are murderers.
Britta,"No, but one of you has the potential. If we leave here now, do you know what might happen?"
Annie,"Britta, what are you describing? What? Who has those images like that in their head?"
Abed,Probably the same kind of person that would make us tell ghost stories in order to secretly study our minds.
Britta,I'm just worried that one of you
Troy,"One of us? You took that test too, right?"
Britta,"What? What are you saying? Oh, my God! What if it is me?"
Annie,"Wait. This is crazy! We're getting freaked out because it's Halloween, we just need to settle down."
Troy,I'll k*ll you!
Pierce,You don't want to be barium sulfated!
Britta,Get away from here!
Annie,"Stay back, psychos! Or I'll slit your throats and bathe in your blood."
Jeff,Whoa! What has happened to all of you?
Troy,You heard all the stories. Anyone here could be a...Psycho!
Jeff,"Thinking that is what's psycho. Here, I have a story that I think might help. Whee! Cheers. ""JEFF"": Whoa, whoa. Wait! Before you do anything, tell us why you k*ll people. ""CHANG"": Fear. I k*ll because I'm afraid. Somebody, please, give me a hug. ""ALL"": Aww! Get in here. Love hugs. Love hugs. Let it out. It's okay?"
Jeff,You're welcome.
Pierce,That was the gayest crap I've ever heard in my life.
Troy,"Yeah, Jeff. What the hell? Why are you always so determined to have us relax and put down our weapons?"
Britta,"Maybe he's a remorseless madman with no empathy, who eludes detection by manipulating others."
Annie,"Yeah, Jeff. Maybe we should go through your test answers one by one."
Jeff,"Eh, doesn't matter. I filled mine out randomly. Oh, come on. What?"
Britta,You idiot! That was probably the test that returned the psychotic result!
Jeff,Hmm. Maybe.
Annie,"Well, what kind of sociopath doesn't offer that information, like, an hour ago?"
Jeff,"No, no. I'm no sociopath. I always know what I'm doing is wrong. I'm just a guy that doesn't like taking tests, doing work, or getting yelled at. So if you think about it, that makes me the sanest person here."
Pierce,Boo!
Britta,Is this your test or what?
Jeff,How should I know? It's just a bunch of bubbles.
Annie,"Wait! Give me those. Why are the scores on the bottoms of the sheets? They should- Britta, look at the arrow. You ran these through the machine upside-down."
Abed,She Britta'd it.
Britta,"Whatever. I'll run them through again. And you guys are gonna stop using my name to mean ""making a tiny and understandable mistake."""
Pierce,So we're all insane.
Annie,"Well, except for this person."
Jeff,Is that one mine?
Troy,"We should probably figure it out, right? If one of us isn't crazy, it's only fair that the rest of us know who they are."
Shirley,Or we could hold on to the comforting notion t-that any one of us m-might be sane. Yeah. Okay.
Britta,We learned an important lesson tonight. We should never make the Britta of Britta-ing each other's feelings.
Pierce,You're using it wrong.
Jeff,"Wow. You Britta'd ""Britta'd."""
Abed,"Yeah, way to pull an Abed."
Shirley,I don't get it.
Jeff,"Shirley, don't Pierce."
Pierce,"I don't get it. ""PIERCE"": Guys, it's been three days! When are you gonna let me go? At least say something! Guys? Guys! ""ABED"": Should we let him go? ""TROY"": Hmm...Let me think. Nah. More Brandy? ""ABED"": Don't mind if I do. ""TROY"": Mmm...That's terrible. ""ABED"": Should we get back in our F-*5 that we repaired with our mind power? ""TROY"": I was thinking the same thing! ""BOTH"": I know! Jinx! Double jinx! Triple jinx! Troy and Abed sewn together Edited and corrected by: Geneva"
