character,line
Abed,"Also, Troy scraped me when we were fork-jousting last week and I don't think it's healing right."
Britta,Ew!
Annie,"Oh, Abed, that's infected."
Troy,Infected! That's the word I was looking for!
Jeff,"Hi, guys."
Annie,I thought you were sick.
Jeff,I was...n't. I kind of made it up to get out of helping.
Britta,"Oh, that's okay."
Jeff,It is?
Britta,"Yeah, it is. Oh, hey, Jeff, did you know that when it snows my eyes become large?"
(singing),And the light that you shine can be seen!
Jeff,He tweeted it?
(singing),Baby!
Jeff,He tweeted it!!!
(singing),I compare you to a kiss from a rose on the gray!
Music,And now that your rose is in bloom…a light hits the gloom on the gray!
Abed,"Oh, look out, asteroids!"
Troy,"That was close. Thanks for getting us to Planet Greendalia safely, Horsebot 3000."
Annie,"Oh, no! Greendalia has been overrun by evil King Blorgon!"
Abed,"Look out, Troyborg!"
Annie,Pew pew pew!
Abed,Ah! I'm dead.
Troy,"Horsebot 3000, no! I love you!"
Abed,I am King Blorgon. And my plan is to blow up the world! Your lasers are useless against me!
Troy,Aim for his butt. It's his only weakness.
Annie,Pew pew!
Troy,Bam bam!
Abed,Aah!
Annie,We did it! Peace and tranquility have been restored to Greendalia.
Troy,And all thanks to Horsebot 3000. (wistfully) He belongs to the stars now.
Britta,"All right, five more minutes and we should probably put a stop to this, right? Jeff, are you..."
Jeff,I liked Horsebot 3000.
