character,line
Jeff,"Bakedown! I know, I didn't say it on purpose! And Abed, there are no other timelines!"
Featuring,Troy Barnes
Setting,Troy and Abed's apartment
Jeff,"Okay. Starting on my left with one, your number comes up, you go."
Abed,"Just so you know, Jeff, you are now creating six different timelines."
Jeff,"Of course I am, Abed."
Summary,"The timelines continue to unfold, including the"
Featuring,Troy Barnes
Setting,Troy and Abed's apartment
Jeff,"Three. One, two, three, Pierce."
Pierce,Crap.
Pierce,"Speaking of crap, I was taking one in an airplane bathroom when Eartha Kitt decided to bang me."
Pierce,What? It's where my mind went.
Jeff,Your mind went years ago.
Shirley,"Ugh, I'm gonna check on my pies."
(singing),Roxanne-
Jeff,No.
Britta,Bathroom?
Abed,"Yeah, over here."
Annie,"I love your place, Troy. You're all grown up now."
Jeff,"Man, I can't believe those are real mahogany bunk beds in there. Bet that cost you a few allowances."
Troy,Hm. All right.
Annie,"Aw, Troy."
Jeff,"Oh, now we done it."
Abed,Britta's in the bathro-
Recording,"Adios, Sapito."
Britta,Who is it?
Troy,Troy.
Britta,I'm washing my hands.
Troy,"Good, then I can come in."
Britta,"Oh, uh, hi!"
Britta,"Uh, ahem, I was, uh, smoking a cigarette."
Troy,I know what you were doing. I'm 21 years old. I'm a man.
Britta,"Oh, okay, here."
Britta,I know that. We all know that.
Troy,Then why is Jeff always picking on me?
Annie,You seem to be a little hard on Troy lately.
Jeff,I'm gonna get a drink.
Jeff,Ow!
Annie,"Oh, my God. Are you okay?"
Jeff,Barely felt it.
Annie,"Well, let me look at it in the bathroom."
Abed,Britta's in the bathroom.
Annie,"Oh, um... okay."
Shirley,"Oh, no, what happened?"
Annie,"Minor head wound. If there's an abrasion, we'll clean it with iodine and apply ice."
Jeff,You make a good nurse.
Annie,Thanks.
Shirley,Dr. Shirley says mini pies are the best medicine.
Jeff,Then I'd like to see her degree.
Britta,"He's butting antlers with you because you're a threat now. You've got your own place, you've got a future, you've got a bowl full of olives next to the toilet."
Troy,"It's a fancy party, Britta."
Britta,You know what Jeff has in his bathroom? Neither do I. He keeps his toiletries in a safe under the sink. His whole personality is based around guarding himself. You don't have to be like that to be a man.
Troy,"You're really cool, Britta."
Pierce,"Man, pizza guys are getting worse and worse looking. Guess all the good ones went into porn."
Jeff,Ceiling fan.
Pierce,I miss all the fun.
Abed,I wonder what happened in all those other timelines.
Troy and Britta,Who cares?
Featuring,Troy Barnes
Setting,Troy and Abed's apartment
Jeff,"Okay. Starting on my left with one, your number comes up, you go."
