character,line
Pierce,"Annie, uh, I don't feel comfortable with the ""Zabada-zooey"" line."
Annie,The one you wrote?
Pierce,"I got it. Let's give Jeff the ""Zabada-zooey"" line and then I'll come in with a ""good one""."
Annie,Yeah.
Pierce,It's more in my voice.
Annie,I'm pretty sure Jeff is gonna reject that idea.
Pierce,"Yeah, you're probably right. You're the producer. By the way, is this your pen? I think I put it back in my pocket after I wrote you that check yesterday. Ahem. I'll give it to you later."
Annie,I'll talk to Jeff.
Pierce,"Also, I think it'd be better for my character if I wear his leather jacket."
Pelton,"Okay, welcome to Greendale's Drug Awareness Show! Okay, our volunteers are handing out drug-free baseballs! Huh? Next time you think about drugs, think about baseball instead."
Chang,"You can't ignore me forever. Okay, you probably can. I don't know why you want to."
Britta,"I don't know if I told you, my nephew Marcus actually goes to San Ramon Middle School and he's coming to see the show."
Jeff,Marcus? Your nephew?
Britta,"Yeah, he's 14. I actually thought he didn't even like me. But then he texted me out of nowhere and he said, ""Can't wait to see you. I've been looking forward to this for so long. You are the coolest aunt in the world."" I hope that I don't let him down."
Jeff,You'll be great.
Britta,"What does this symbol mean? It's a number eight, an equal sign and a then greater than symbol."
Jeff,Let me see. You better get changed. I'll hang onto your stuff for you.
Britta,Right.
Jeff,"Abed, we screwed up. You know that text we sent? It was to Britta's nephew. He sent her an emotipenis. What are we gonna do? Fine. Screw you, Abed. I can fix this. ""Marcus, I made a mistake. I texted the wrong person last night."""
(texting),"""You called me by name. It wasn't a mistake. Don't be afraid."""
Jeff,"Screw you, Abed. ""I was drunk. We can't do this."""
(texting),"""I'm drunk too. On lust."""
Jeff,There's a picture. Oh. That's disappointing. Wow. Who does that?
Annie,"Bees, you're up. Cool cats, you're on deck."
Troy,Aren't drugs bad?
Abed,No way. Drugs are like special honey. They give you a buzzzz.
Pierce,"Don't call me honey, honey."
Chang,Are you ignoring me because I'm Korean?
Shirley,You're Chinese.
Chang,"Oh, there's a difference?"
Annie,Shh!
Shirley,"It's because you're crazy, all right? There's something wrong with you. And the idea that I was with you means there's something wrong with me. And if this baby...If you have any humanity at all, you will not make me think about it."
Annie,"Shirley, funeral."
Pelton,"Well, that answers my question. Jeff Winger is sexy even in a coffin. Hmm."
Pierce,I'm here.
Annie,"Pierce, you're supposed to be on stage."
Pierce,I was looking for a lighter.
Annie,What are you wearing? This is a funeral.
Pierce,"I got this, Annie."
Annie,Uh...
Shirley,"I can't believe Fluffy's dead. I know I'm green, but I feel blue."
Britta,"Look, it's drugs with a crazy wig and sparklers."
Pierce,Pokémon!
Shirley,"I don't think that's right, drugs."
Pierce,"Nobody asked you, Crayon."
Shirley,"Oh, oh oh!"
Troy,"Well, I hope you're proud of yourself. Look what you've done."
Pierce,"Oh, yeah? Well, look what I'm doing now. It smells like something died in here."
Britta,What do you want us to do? Should we get the Dean? Should we call in a bomb threat? Should we set off the sprinklers?
Annie,It's not that big a deal. I think the kids are into it.
Britta,"Yeah, but I don't think that they're getting the message."
Annie,"Yeah, but do kids ever really seem like they're getting the message? I think it's sinking in."
Britta,"Well, I guess it's your call."
Annie,"And anyway, he's about to get flushed down a toilet in the next scene and he'll be done."
Troy,I wish I had never even met drugs.
Pierce,Who invited the nerd from the beehive? Drugs made you.
Troy,"How about you leave, drugs?"
Pierce,"Zip, zap, zooey. They want more. I gotta go back out there."
Annie,"But, Pierce, you were flushed. That was the story. That's what's supposed to happen to drugs."
Pierce,"Being flushed doesn't mean you're dead. I could be a floater. You know, a floater is when you have a number two..."
Annie,"I know what a floater is, Pierce. It just wouldn't make any sense in the flow of the show. And it sends a mixed message."
Pierce,"Know what I think is a mixed message? Yesterday you couldn't pay your rent, and today you can. Come on, Annie. You and I are alike. We're independent, we need each other."
Abed,"Getting rid of drugs was a great ""ibee-a."""
Troy,"I'm flying higher than I ever have, thanks to not drugs. Argh!"
Britta,Ow!
Jeff,Hey!
Pierce,I'm back. Ain't no party without drugs.
Mary,"I love you, drugs!"
Kids,We want drugs!
Pierce,"Listen to that, Dad. They're high on me. I'm a god. Where's that Nigel now? And I haven't even used my penis material yet."
Annie,"Pierce, enough. After intermission we're going back to the original script and doing some damage control."
Pierce,Damage? The only damage is me blowing the roof off the universe.
Annie,I am not letting you go back on that stage.
Pierce,"Well, maybe I won't be visiting you late at night anymore with a generous spirit."
Annie,"You sick, sick, sad old man. This is why I didn't wanna take money from my parents. I don't want anybody pulling my strings."
Britta,"Wait, wait, is he giving you money?"
Pierce,Not anymore.
Abed,Pierce bought his way in. Annie sold out her message.
Jeff,You've been indulging this maniac?
Annie,"Yes, I've been indulging this maniac. You're fired."
Pierce,"Fired? Next time I'm at Dildopolis, I will not be coming upstairs to say hi."
Jeff,The only reason we did this was for you and your stupid ideals. It turns out you don't even have any.
Shirley,"We supported you, Annie."
Britta,"Yeah, Annie, you're fired."
Annie,I'm sorry.
Pelton,"Here's the situation. We've got fifty at-risk pre-teens armed with baseballs, chanting for drugs, who just spent intermission eating nothing but Charleston Chews. Thank God. Hope you can top Act I, is all I'm saying. Oh. Whoops."
Troy,Should we bail?
Britta,Works for me.
Jeff,Wait. Listen to those kids. We just created fifty potential meth-heads. And the least we can do is hit the reset button and get that number down to national average.
Shirley,That's a suicide mission.
Chang,Did someone say crazy person?
Jeff and Britta,No.
Chang,"Well, I heard it."
Kids,We want drugs!
Chang,"Greetings, you little snots. Ha, ha, ha!"
Molly,You're not drugs.
Chang,"Oh, but I am. Disappointed? Did you expect me to stay the same forever? Because that's not what drugs does, baby! I'm gonna deep-fry your dog and eat your mama's face. And I'm gonna wear your little brother's skin like pajamas. I control your lives and there is nothing you can do."
Paul,Let's kill him.
Chang,"Oh, bring it on, Bow Wow. Ow! Is that all you got?"
Pelton,"I gotta tell you, this is the greatest chemical-dependency program I have ever watched. I mean, the way you got the kids to think that they needed drugs. And then having them realize that dependence was the enemy. That the price was just too high. Genius. So now that the show is over, what is the plan for these bee costumes?"
Jeff,"Hey, Marcus. I'm Jeff. I'm, like, uh, Britta's boyfriend."
Marcus,"Look, dude, she started it, okay. She's just as into me."
Jeff,"No, listen, listen. I'm not mad. I was just fooling around and I sent those texts."
Marcus,Gross.
Jeff,"Yeah. Well, it's pretty disgusting sending those pictures to your aunt."
Marcus,More disgusting than what you texted to an underage boy?
Jeff,"Yeah, I didn't know you were you."
Marcus,I didn't know you weren't my aunt.
Jeff,Okay. All right. Let's just call this a draw. Britta doesn't need to ever know about this.
Marcus,"Okay, I'd be happy to, for a price."
Shirley,That was brave of you. I owe you an apology. It was rude to call you crazy. Maybe I haven't been giving you enough credit.
Chang,"Oh, that's really sweet. Tell you what, why don't I go get Chang, and you can tell him that yourself."
Shirley,"Heh, heh. Oh, no."
Britta,"My God, that was amazing."
Abed,"Good job, you saved the day."
Troy,That's amazing.
Jeff,"Way to go, man. Way to go."
Britta,They beat the crap out of you.
Chang,It was okay. I did a lot of ad-libbing...
Annie,Guys. I'm so sorry. Thank you so much. That was amazing. Even I learned something.
Britta,"Oh, Annie."
Chang,We did it.
Britta,"Group hug, group hug."
Chang,"Oh, thanks."
Britta,Way to save the day.
Abed,Nice work.
Chang,"Oh, love you."
Pierce,"Annie, before you say anything, I want you to know, even though I did nothing wrong, I'm still gonna give you money."
Annie,"No, I can't take your money, Pierce. I can't go from depending on my parents to depending on you, which is why I'm gonna get a job."
Pierce,"So, you're cutting me off?"
Annie,"No. Pierce, I know you don't depend on anyone, but you do depend on people depending on you. So, I'm not gonna take your money."
Pierce,We're still friends?
Annie,Give me a day.
Pierce,"By the way, you're Mom is the period fairy, right?"
Britta,"Hey guys, I found my phone, but has anyone seen my bra?"
announcer,"It's 2 a.m., time for Dildopolis' Night Owl Deals. Please be advised, we will be closed for Presidents' Day. Just kidding. Dildopolis never closes. At Dildopolis, your privacy is our top concern. All store purchases will show up on your credit card as ABC Dildos, Incorporated. Shopping till you drop? Take a load off at our in-store cafe and enjoy an espresso or our signature cinnamon biscotti."
