character,line
Pelton,"You know, I didn't realize before, but we should send those out to local businesses. Law firms, lawyer companies, legal gatherings."
Jeff,You trying to blackmail me?
Pelton,I think so.
Pierce,"Gentlemen, I present to you the Greendale Human Being."
Jeff,That's a falcon with a gun. Now it's a falcon with an erection.
Shirley,"Oh, hi, Abed."
Britta,"Bye. He's just laying low. Oh, are you going to the bathroom?"
Shirley,"Uh, yes."
Britta,I'll go with you.
Shirley,You know what? I'm good.
Britta,"She probably just, you know, had to go number two."
Annie,"Okay, what's the closest planet to Earth?"
Troy,Planet Hollywood?
Annie,"Ha, ha, ha. That's not the right answer but it shows how fun astronomy can be."
Jeff,"Hey, Troy, can I talk to you for a sec?"
Annie,"We're studying, so Troy's busy."
Jeff,"Well, the galaxy's not going anywhere. I'll bring him back. You ever miss being a quarterback, Troy?"
Troy,I miss being the best at something. I miss having a coach. I miss knowing what to think.
Jeff,"You still know what to think, Troy."
Troy,"Oh, good."
Jeff,"For instance, after the Dean talked to you about football, you and I were thinking the same thing."
Troy,That dude looks like Moby.
Jeff,"We were thinking, what if Troy did play for Greendale? You'd be surprised at how many of your favorite football players got started at community college."
Troy,Really? Name one.
Jeff,Who's your favorite player?
Troy,Me. Whoa.
Jeff,Maybe you and I should go check out the Greendale Thunderdome. Aaah!
Jeff,"The dome arrives later. It comes with thunder. Let me tell you a little secret about me, Troy. Every day, on my way to school, I drive through downtown, past the courthouse, just to get a glimpse of the world that I once ruled. And I just wanna jump out of my car, run up the steps, and exploit the legal system for profit. But I can't. I'm locked out of my old kingdom. You're not. You see what I'm saying?"
Troy,You're saying I could be a lawyer.
Jeff,I'm saying you're a football player. It's in your blood.
Troy,That's racist.
Jeff,Your soul.
Troy,That's racist.
Jeff,Your eyes?
Troy,That's gay?
Jeff,That's homophobic.
Troy,That's black.
Jeff,That's racist.
Troy,Damn.
Jeff,"When you played, you were a god. Now you're not playing and you're not. I'd tell you to do the math, but math isn't important. The only thing that's important is this."
Troy,"Yeah, but Annie said..."
Jeff,Annie said that
Troy,Is that linebacker a pregnant woman?
Jeff,"Look, you can meet them later, but this decision has to be yours, T-Bone. And this decision has to be yes."
Troy,How did you know my nickname was T-Bone?
Jeff,Because you're a football player and your name begins with T. Your name begins with T.
Shirley,Britta?
Britta,"Oh, are you finished? I mean, I have to go, but apparently, I failed yesterday's tryouts for the position of bathroom companion."
Shirley,"Oh, Britta, I wasn't trying to hurt your feelings."
Britta,"Heh. You didn't hurt my feelings, Shirley. I don't need to go to the bathroom with other people. I was just trying to throw you a bone because I like you."
Shirley,"Oh. You can keep that bone. Listening to a story about a stranger pissing me off and taking the stranger's side? And then you can't talk about your own business but you insinuate my mama's a robot because she and I want makeovers. That is the ladies room, Britta. A place where ladies go to share, listen, support each other, and discretely eliminate waste. And I like you too. I even like that you're a little hard, but if you can't learn to be soft in there, you need to pee alone."
Britta,I've peed alone my whole life. Women have always hated me. I don't even know how it started. Maybe it was when I got boobs before everybody...
Shirley,Shhh. Not out here. In there.
Troy,"Whoo! Ha, ha. Troy, Troy, the wonder boy. You dropped your books, Poindexter. Heh, heh, heh."
Annie,"Troy, I've been waiting for an hour."
Troy,It's all right. I'm worth it.
(singing),"Hip hop, body don't stop, Riverside got the broom don't need a mop. Put your team in a box. Put a ribbon on top. We're not John Kerry because we don't flip flop. Say ho..."
Annie,"Troy, why are you doing our politically conservative high school's shamefully outdated fight rap? Have you been playing football?"
